Country Name,Country Name Domestic,Name,Transcription
UK,,CAMBYSES,Cambyses
UK,,CAMEO,Cameo
UK,,CAMERON,Cameron
UK,,CAMILLE,Camille
UK,,CAMMIE,Cammie
UK,,CAMUS,Camus
UK,,CANDIDUS,Candidus
UK,,CANDIS,Candis
UK,,CANUTE,Canute
UK,,CAPONE,Capone
UK,,CAPPUCCINO,Cappuccino
UK,,CAPRI,Capri
UK,,CAPRICE,Caprice
UK,,CAPTAIN,Captain
UK,,CAPTAIN HOOKS,Captain Hooks
UK,,CAPTAIN MARVEL,Captain Marvel
UK,,CARA,Cara
UK,,CARACAL,Caracal
UK,,CARBON,Carbon
UK,,CARLA,Carla
UK,,CARLTON,Carlton
UK,,CARLY,Carly
UK,,CARMEL,Carmel
UK,,CARMELLO,Carmello
UK,,CARMEN,Carmen
UK,,CAROLINE,Caroline
UK,,CAROLUS,Carolus
UK,,CARROTS,Carrots
UK,,CARSON,Carson
UK,,CASANOVA,Casanova
UK,,CASHMIR,Cashmir
UK,,CASPAR,Caspar
UK,,CASPER,Casper
UK,,CASSANDRA,Cassandra
UK,,CASSIDY,Cassidy
UK,,CAT BALLOU,Cat Ballou
UK,,CATALINA,Catalina
UK,,CATASTROPHE,Catastrophe
UK,,CATATONIC,Catatonic
UK,,CATHER,Cather
UK,,CATHERINE,Catherine
UK,,CATILLAC,Catillac
UK,,CATKIN,Catkin
UK,,CATLIN,Catlin
UK,,CATNIP,Catnip
UK,,CATO,Cato
UK,,CATRINA,Catrina
UK,,CATSBY,Catsby
UK,,CATSUP,Catsup
UK,,CATTIA,Cattia
UK,,CATTILA,Cattila
UK,,CATZILLA,Catzilla
UK,,CEASTA,Ceasta
UK,,CECIL,Cecil
UK,,CEDRIC,Cedric
UK,,CELEST,Celest
UK,,CELESTE,Celeste
UK,,CESIUM,Cesium
UK,,CESSIE,Cessie
UK,,CHABLIS,Chablis
UK,,CHALKY,Chalky
UK,,CHAMOIS,Chamois
UK,,CHAMPAGNE,Champagne
UK,,CHAN,Chan
UK,,CHANCE,Chance
UK,,CHANDON,Chandon
UK,,CHANEL,Chanel
UK,,CHANI,Chani
UK,,CHANTELLE,Chantelle
UK,,CHAOS,Chaos
UK,,CHAPLIN,Chaplin
UK,,CHAPS,Chaps
UK,,CHARCOAL,Charcoal
UK,,CHARISE,Charise
UK,,CHARIVARI,Charivari
UK,,CHARLESTON,Charleston
UK,,CHARLIE,Charlie
UK,,CHARLOTTE,Charlotte
UK,,CHARMIAN,Charmian
UK,,CHARMIN,Charmin
UK,,CHARO,Charo
UK,,CHAROLETTE,Charolette
UK,,CHASE,Chase
UK,,CHASER,Chaser
UK,,CHATOOL,Chatool
UK,,CHATTY,Chatty
UK,,CHAVO,Chavo
UK,,CHAZ,Chaz
UK,,CHECKERS,Checkers
UK,,CHECKMATE,Checkmate
UK,,CHEECH,Cheech
UK,,CHEE CHEE,Chee Chee
UK,,CHEEKO,Cheeko
UK,,CHEEKY,Cheeky
UK,,CHEESY,Cheesy
UK,,CHEETO,Cheeto
UK,,CHELO,Chelo
UK,,CHELSEA,Chelsea
UK,,CHEROKEE,Cherokee
UK,,CHESHIRE,Cheshire
UK,,CHESSIE,Chessie
UK,,CHESTER,Chester
UK,,CHEVOUX,Chevoux
UK,,CHEVY,Chevy
UK,,CHEWIE,Chewie
UK,,CHEWY,Chewy
UK,,CHIANG,Chiang
UK,,CHIARA,Chiara
UK,,CHICAGO,Chicago
UK,,CHICKY,Chicky
UK,,CHICO,Chico
UK,,CHILI,Chili
UK,,CHIMICHANGA,Chimichanga
UK,,CHINA,China
UK,,CHINNY,Chinny
UK,,CHIP,Chip
UK,,CHIPIE,Chipie
UK,,CHITCHAT,Chitchat
UK,,CHIVAS,Chivas
UK,,CHLOE,Chloe
UK,,CHOCHIE,Chochie
UK,,CHOCOLATE,Chocolate
UK,,CHOCOPAWS,Chocopaws
UK,,CHOO CHOO,Choo Choo
UK,,CHOOBOO,Chooboo
UK,,CHOPSTICKS,Chopsticks
UK,,CHOW CHOW,Chow Chow
UK,,CHRISSIE,Chrissie
UK,,CHRISTIE,Christie
UK,,CHRYSOBERYL,Chrysoberyl
UK,,CHUBBETTE,Chubbette
UK,,CHUBBS,Chubbs
UK,,CHUCK,Chuck
UK,,CHUCKIE,Chuckie
UK,,CHUCKLES,Chuckles
UK,,CHUMP,Chump
UK,,CHUNKY,Chunky
UK,,CHURCHILL,Churchill
UK,,CHUTNEY,Chutney
UK,,CICI,Cici
UK,,CIGI,Cigi
UK,,CINDERELLA,Cinderella
UK,,CINNABAR,Cinnabar
UK,,CINNAMON,Cinnamon
UK,,CIRA,Cira
UK,,CIRSE,Cirse
UK,,CISCO,Cisco
UK,,CLAIRE,Claire
UK,,CLARA,Clara
UK,,CLARABELLE,Clarabelle
UK,,CLARENCE,Clarence
UK,,CLARIBEL,Claribel
UK,,CLARISSA,Clarissa
UK,,CLARK KENT,Clark Kent
UK,,CLASSY,Classy
UK,,CLAUDE,Claude
UK,,CLAUDIUS,Claudius
UK,,CLAYMORE,Claymore
UK,,CLEMENTINE,Clementine
UK,,CLEO,Cleo
UK,,CLEOPATRA,Cleopatra
UK,,CLIDE,Clide
UK,,CLIFF,Cliff
UK,,CLIFFORD,Clifford
UK,,CLOEY,Cloey
UK,,CLOROX,Clorox
UK,,CLOTHO,Clotho
UK,,CLOUDY,Cloudy
UK,,CLOVER,Clover
UK,,CLOVIS,Clovis
UK,,CLOWIE,Clowie
UK,,CLYDESTER,Clydester
UK,,CLYTIE,Clytie
UK,,COACH,Coach
UK,,COAL,Coal
UK,,COALDUST,Coaldust
UK,,COBBY,Cobby
UK,,COBIE,Cobie
UK,,COCCA,Cocca
UK,,COCO,Coco
UK,,COCOA,Cocoa
UK,,CODY,Cody
UK,,COGNAC,Cognac
UK,,COKE,Coke
UK,,COLETTE,Colette
UK,,COLTRANE,Coltrane
UK,,COLUMBUS,Columbus
UK,,COMET,Comet
UK,,COMPUCAT,Compucat
UK,,CONAN,Conan
UK,,CONFETTI,Confetti
UK,,CONFUCIUS,Confucius
UK,,CONRAD,Conrad
UK,,CONSTANTIA,Constantia
UK,,CONTAC,Contac
UK,,COORS,Coors
UK,,COPERNICUS,Copernicus
UK,,COPPER,Copper
UK,,COPPERTONE,Coppertone
UK,,COQUILLE,Coquille
UK,,CORA,Cora
UK,,CORDELIA,Cordelia
UK,,CORDELIACORKY,Cordeliacorky
UK,,CORINNA,Corinna
UK,,COSINE,Cosine
UK,,COSMIC CREEPERS,Cosmic Creepers
UK,,COSMOS,Cosmos
UK,,COSSACK,Cossack
UK,,COUGAR,Cougar
UK,,COUNT POUNCE,Count Pounce
UK,,COUNTESS,Countess
UK,,COUNTESSA,Countessa
UK,,COUSTEAU,Cousteau
UK,,CRACKERJACK,Crackerjack
UK,,CREAMPUFF,Creampuff
UK,,CREEPER,Creeper
UK,,CREOLA,Creola
UK,,CRESCENDO,Crescendo
UK,,CRICKET,Cricket
UK,,CRISCO,Crisco
UK,,CRITTER,Critter
UK,,CROCKETT,Crockett
UK,,CRUISER,Cruiser
UK,,CRUNCH,Crunch
UK,,CRUNCHY,Crunchy
UK,,CRYSTAL,Crystal
UK,,CUDDLES,Cuddles
UK,,CUEBALL,Cueball
UK,,CUFFY,Cuffy
UK,,CURFEW,Curfew
UK,,CUTIE,Cutie
UK,,CYANN,Cyann
UK,,CYCLOPS,Cyclops
UK,,CYNDAR,Cyndar
UK,,CYNTHIA,Cynthia
UK,,CYRANO,Cyrano
UK,,CYRUS,Cyrus
UK,,D'ACCORD,D'Accord
UK,,DAEDALUS,Daedalus
UK,,DAFFY,Daffy
UK,,DAIQUIRI,Daiquiri
UK,,DAISY,Daisy
UK,,DAISY MAE,Daisy Mae
UK,,DALE,Dale
UK,,DALLAS,Dallas
UK,,DALTON,Dalton
UK,,DAMIAN,Damian
UK,,DAMMIT,Dammit
UK,,DAMOCLEUS,Damocleus
UK,,DANCER,Dancer
UK,,DANDELION,Dandelion
UK,,DANIEL,Daniel
UK,,DANKE,Danke
UK,,DANTE,Dante
UK,,DAPHNE,Daphne
UK,,DARIUS,Darius
UK,,DARKSTAR,Darkstar
UK,,DARLA,Darla
UK,,DARTH VADER,Darth Vader
UK,,DARYL,Daryl
UK,,DASH,Dash
UK,,DASHIELL,Dashiell
UK,,DATA,Data
UK,,DAYTONA,Daytona
UK,,DEANNA,Deanna
UK,,DECATHLON,Decathlon
UK,,DEEBER,Deeber
UK,,DEEDLE,Deedle
UK,,DEIDRE,Deidre
UK,,DEIMOS,Deimos
UK,,DEKA,Deka
UK,,DELERIUM,Delerium
UK,,DELILAH,Delilah
UK,,DELIRIUM,Delirium
UK,,DELIUS,Delius
UK,,DELPHI,Delphi
UK,,DEMIE,Demie
UK,,DEMON,Demon
UK,,DEMPSEY,Dempsey
UK,,DENDY,Dendy
UK,,DENIS,Denis
UK,,DENUEVE,Denueve
UK,,DERBY,Derby
UK,,DEREK,Derek
UK,,DERRY,Derry
UK,,DESCARTES,Descartes
UK,,DESMOND,Desmond
UK,,DESSER,Desser
UK,,DEUCES,Deuces
UK,,DEVIN,Devin
UK,,DEWEY,Dewey
UK,,DEXTER,Dexter
UK,,DEZ,Dez
UK,,DIABLO,Diablo
UK,,DIAMOND,Diamond
UK,,DIANA,Diana
UK,,DIBEY,Dibey
UK,,DICA,Dica
UK,,DICKIE,Dickie
UK,,DICKORY,Dickory
UK,,DIDDLE,Diddle
UK,,DIDGIT,Didgit
UK,,DIESEL,Diesel
UK,,DIGBY,Digby
UK,,DIGGY,Diggy
UK,,DILLON,Dillon
UK,,DIMAG,Dimag
UK,,DINAH,Dinah
UK,,DINGLEHOPPER,Dinglehopper
UK,,DINK,Dink
UK,,DINKEY,Dinkey
UK,,DINKUS,Dinkus
UK,,DIONIS,Dionis
UK,,DIONYSIUS,Dionysius
UK,,DISNEY,Disney
UK,,DITTO,Ditto
UK,,DITZY,Ditzy
UK,,DIVA,Diva
UK,,DIVOT,Divot
UK,,DIXIE,Dixie
UK,,DIZZY,Dizzy
UK,,DOBI,Dobi
UK,,DOCK,Dock
UK,,DOCTOR,Doctor
UK,,DOLL,Doll
UK,,DOLLY,Dolly
UK,,DOMINIQUE,Dominique
UK,,DONNA,Donna
UK,,DONNYBROOK,Donnybrook
UK,,DOOFUS,Doofus
UK,,DORA,Dora
UK,,DORIC,Doric
UK,,DORIS,Doris
UK,,DORSEY,Dorsey
UK,,DOT,Dot
UK,,DOTTIE,Dottie
UK,,DOUGAL,Dougal
UK,,DOUGHNUT,Doughnut
UK,,DOWDIDDIE,Dowdiddie
UK,,DR. PEPPER,Dr. Pepper
UK,,DR. SKAT,Dr. Skat
UK,,DRACULA,Dracula
UK,,DRAGON,Dragon
UK,,DRAGON LADY,Dragon Lady
UK,,DRAINO,Draino
UK,,DRAMA,Drama
UK,,DRAPER,Draper
UK,,DRAVYN,Dravyn
UK,,DRIBBLES,Dribbles
UK,,DRIFTER,Drifter
UK,,DRIFTS,Drifts
UK,,DRIZZLE,Drizzle
UK,,DROOL,Drool
UK,,DRUSILLA,Drusilla
UK,,DUCHESS,Duchess
UK,,DUDE,Dude
UK,,DUDLEY,Dudley
UK,,DUEY,Duey
UK,,DUFUS,Dufus
UK,,DUGOUT,Dugout
UK,,DUKE,Duke
UK,,DUMDUM,Dumdum
UK,,DUMPLING,Dumpling
UK,,DUNCAN,Duncan
UK,,DUNDEE,Dundee
UK,,DUNKA,Dunka
UK,,DUNNO,Dunno
UK,,DUOTONE,Duotone
UK,,DUPONT,Dupont
UK,,DURIN,Durin
UK,,DUSK,Dusk
UK,,DUSTY,Dusty
UK,,DWEEBA,Dweeba
UK,,DWEEZIL,Dweezil
UK,,DYLAN,Dylan
UK,,E.T.,E.T.
UK,,EAMON,Eamon
UK,,EARL,Earl
UK,,EARL GRAY,Earl Gray
UK,,EARTHA,Eartha
UK,,EBAN,Eban
UK,,EBERHARD,Eberhard
UK,,EBONY,Ebony
UK,,ECHO,Echo
UK,,ECLIPSE,Eclipse
UK,,EDDY,Eddy
UK,,EDGAR,Edgar
UK,,EDHESSA,Edhessa
UK,,EDISON,Edison
UK,,EDITH,Edith
UK,,EDMUNDA,Edmunda
UK,,EDMUNDO,Edmundo
UK,,EDSEL,Edsel
UK,,EDSELETTA,Edseletta
UK,,EDWARD,Edward
UK,,EGGROLL,Eggroll
UK,,EGON,Egon
UK,,EGYPT,Egypt
UK,,EI KAN,Ei Kan
UK,,EINSTEIN,Einstein
UK,,EL TORO,El Toro
UK,,ELBA,Elba
UK,,ELBEE,Elbee
UK,,ELECTRA,Electra
UK,,ELENI,Eleni
UK,,ELIAN,Elian
UK,,ELIJAH,Elijah
UK,,ELIOT,Eliot
UK,,ELIOTTE,Eliotte
UK,,ELIZA,Eliza
UK,,ELIZABETH,Elizabeth
UK,,ELLA,Ella
UK,,ELLEN,Ellen
UK,,ELLIE,Ellie
UK,,ELLIE MAE,Ellie Mae
UK,,ELMAR,Elmar
UK,,ELMO,Elmo
UK,,ELMYRA,Elmyra
UK,,ELRIC,Elric
UK,,ELROY,Elroy
UK,,ELSA,Elsa
UK,,ELSIE,Elsie
UK,,ELTIE,Eltie
UK,,ELVIS,Elvis
UK,,ELWAY,Elway
UK,,ELWOOD,Elwood
UK,,EMBER,Ember
UK,,EMERALD,Emerald
UK,,EMERSON,Emerson
UK,,EMIL,Emil
UK,,EMILY,Emily
UK,,EMMA,Emma
UK,,EMMETT,Emmett
UK,,EMO,Emo
UK,,EMPERIOR,Emperior
UK,,ENCORE,Encore
UK,,ENDER,Ender
UK,,ENDYMION,Endymion
UK,,ENTERPRISE,Enterprise
UK,,ENZO,Enzo
UK,,EPHELIA,Ephelia
UK,,EQUIANO,Equiano
UK,,ERIS,Eris
UK,,ERNESTINE,Ernestine
UK,,ERRATA,Errata
UK,,ERROL,Errol
UK,,ESMERALDA,Esmeralda
UK,,ESTEE,Estee
UK,,ESTHER,Esther
UK,,EUCLID,Euclid
UK,,EUNICE,Eunice
UK,,EUREKA,Eureka
UK,,EURYPIDES,Eurypides
UK,,EVENRUDE,Evenrude
UK,,EVER,Ever
UK,,EVEREST,Everest
UK,,EXCALIBUR,Excalibur
UK,,EXODUS,Exodus
UK,,EXPRESSO,Expresso
UK,,EYORE,Eyore
UK,,FABLE,Fable
UK,,FAFNIR,Fafnir
UK,,FAGAN,Fagan
UK,,FAGIN,Fagin
UK,,FAIRFAX,Fairfax
UK,,FAIRY,Fairy
UK,,FALA,Fala
UK,,FALAFEL,Falafel
UK,,FANCY,Fancy
UK,,FANNY,Fanny
UK,,FANTASIA,Fantasia
UK,,FARFEL,Farfel
UK,,FAROUK,Farouk
UK,,FAT CAT,Fat Cat
UK,,FATHER GOTTO,Father Gotto
UK,,FATOUCHE,Fatouche
UK,,FAUNA,Fauna
UK,,FAUNTLEROY,Fauntleroy
UK,,FAUSTUS,Faustus
UK,,FAWN,Fawn
UK,,FAX,Fax
UK,,FAYD,Fayd
UK,,FEATHER,Feather
UK,,FEFE,Fefe
UK,,FEIFFER,Feiffer
UK,,FELA,Fela
UK,,FELES,Feles
UK,,FELICE,Felice
UK,,FELICIA,Felicia
UK,,FELICITY,Felicity
UK,,FELIS,Felis
UK,,FELISHA,Felisha
UK,,FELIX,Felix
UK,,FENNEL,Fennel
UK,,FENWAY,Fenway
UK,,FERGIE,Fergie
UK,,FEROSCIA,Feroscia
UK,,FERRARI,Ferrari
UK,,FERRET,Ferret
UK,,FERRIS,Ferris
UK,,FERUS,Ferus
UK,,FESTUS,Festus
UK,,FETTUCINE,Fettucine
UK,,FEZ,Fez
UK,,FEZZIK,Fezzik
UK,,FICKEL,Fickel
UK,,FIDEL,Fidel
UK,,FIDO,Fido
UK,,FIGARO,Figaro
UK,,FILA,Fila
UK,,FILBERT,Filbert
UK,,FILLMORE,Fillmore
UK,,FIMO,Fimo
UK,,FINGERS,Fingers
UK,,FINIAN,Finian
UK,,FINN,Finn
UK,,FINNEGAN,Finnegan
UK,,FIREBALL,Fireball
UK,,FIRECRACKER,Firecracker
UK,,FIREFLY,Firefly
UK,,FIRENZE,Firenze
UK,,FISBY,Fisby
UK,,FITZIEPIE,Fitziepie
UK,,FITZPATRICK,Fitzpatrick
UK,,FIZZGIG,Fizzgig
UK,,FIZZIE,Fizzie
UK,,FLAPJACKS,Flapjacks
UK,,FLARE,Flare
UK,,FLASH,Flash
UK,,FLEA,Flea
UK,,FLEDERMAUS,Fledermaus
UK,,FLICKA,Flicka
UK,,FLICKS,Flicks
UK,,FLOPSY,Flopsy
UK,,FLORA,Flora
UK,,FLORIDA,Florida
UK,,FLOWER,Flower
UK,,FLOWERBELLE,Flowerbelle
UK,,FLOYDEAN,Floydean
UK,,FLUBBERTY,Flubberty
UK,,FLUFF FLUFFY,Fluff Fluffy
UK,,FLUFFERS,Fluffers
UK,,FLUFFLY,Fluffly
UK,,FLUKE,Fluke
UK,,FLURRIES,Flurries
UK,,FOGGY,Foggy
UK,,FONTANA,Fontana
UK,,FONZI,Fonzi
UK,,FONZIE,Fonzie
UK,,FORBES,Forbes
UK,,FOREST,Forest
UK,,FORREST,Forrest
UK,,FOSBURY,Fosbury
UK,,FOSGATE,Fosgate
UK,,FOSS,Foss
UK,,FOXYROXY,Foxyroxy
UK,,FOZZY,Fozzy
UK,,FRACAS,Fracas
UK,,FRAIDY,Fraidy
UK,,FRANCHISE,Franchise
UK,,FRANCIS,Francis
UK,,FRANK,Frank
UK,,FRANKIE,Frankie
UK,,FRANKLIN,Franklin
UK,,FRANNIE,Frannie
UK,,FRASIER,Frasier
UK,,FRAZZEL,Frazzel
UK,,FREAK,Freak
UK,,FREAKIE,Freakie
UK,,FRECKLE,Freckle
UK,,FREDERIKA,Frederika
UK,,FREEDA,Freeda
UK,,FREIDA,Freida
UK,,FRERE,Frere
UK,,FRESCA,Fresca
UK,,FRESNO,Fresno
UK,,FREYA,Freya
UK,,FREYDIS,Freydis
UK,,FRIDAY,Friday
UK,,FRIDOLIN,Fridolin
UK,,FRIMBO,Frimbo
UK,,FRINGER,Fringer
UK,,FRISBEE,Frisbee
UK,,FRISCO,Frisco
UK,,FRITZ,Fritz
UK,,FRITZI,Fritzi
UK,,FROSTER,Froster
UK,,FROSTY,Frosty
UK,,FRUIT,Fruit
UK,,FRUITCAKE,Fruitcake
UK,,FRUITLOOP,Fruitloop
UK,,FUDGE,Fudge
UK,,FUDGIE,Fudgie
UK,,FUGAZI,Fugazi
UK,,FUM,Fum
UK,,FUMBLES,Fumbles
UK,,FUNNY,Funny
UK,,FUNTIME,Funtime
UK,,FURBALL,Furball
UK,,FURLONG,Furlong
UK,,FURRBALL,Furrball
UK,,FURRPURR,Furrpurr
UK,,FUSSER,Fusser
UK,,FUZZBUTT,Fuzzbutt
UK,,FUZZMUZZ,Fuzzmuzz
UK,,FUZZY,Fuzzy
UK,,GABBIE,Gabbie
UK,,GABIN,Gabin
UK,,GABLE,Gable
UK,,GABRIEL,Gabriel
UK,,GABRIELLA,Gabriella
UK,,GABRIELLE,Gabrielle
UK,,GADGET,Gadget
UK,,GAGETA,Gageta
UK,,GALAHAD,Galahad
UK,,GALOOLI,Galooli
UK,,GAMIEL,Gamiel
UK,,GAMIN,Gamin
UK,,GAMMA,Gamma
UK,,GANDOLF,Gandolf
UK,,GANDY,Gandy
UK,,GANGWAY,Gangway
UK,,GANYMEDE,Ganymede
UK,,GARBO,Garbo
UK,,GARETH,Gareth
UK,,GARF,Garf
UK,,GARFIELD,Garfield
UK,,GARFUNKLE,Garfunkle
UK,,GARFY,Garfy
UK,,GARGANTUA,Gargantua
UK,,GARRICK,Garrick
UK,,GARRISON,Garrison
UK,,GARTH,Garth
UK,,GATOR,Gator
UK,,GAVIN,Gavin
UK,,GAWAIN,Gawain
UK,,GAYLORD,Gaylord
UK,,GAZORK,Gazork
UK,,GEEBEE,Geebee
UK,,GEENER,Geener
UK,,GEESHA,Geesha
UK,,GEHENNA,Gehenna
UK,,GEISHA,Geisha
UK,,GEMBLES,Gembles
UK,,GEMINI,Gemini
UK,,GENEVA,Geneva
UK,,GENGHIS,Genghis
UK,,GENOVA,Genova
UK,,GEORGE,George
UK,,GEORGIA,Georgia
UK,,GERDA,Gerda
UK,,GERTY,Gerty
UK,,GHOST,Ghost
UK,,GIACONDA,Giaconda
UK,,GIANT,Giant
UK,,GIB,Gib
UK,,GIBB,Gibb
UK,,GIDGET,Gidget
UK,,GIGIO,Gigio
UK,,GIGOLO,Gigolo
UK,,GILBERT,Gilbert
UK,,GILGAMESH,Gilgamesh
UK,,GILLIGAN,Gilligan
UK,,GIMLET,Gimlet
UK,,GIMP,Gimp
UK,,GIN GIN,Gin Gin
UK,,GINGER,Ginger
UK,,GINGERSNAP,Gingersnap
UK,,GINK,Gink
UK,,GINKO,Ginko
UK,,GINNIE,Ginnie
UK,,GISELLE,Giselle
UK,,GIZA,Giza
UK,,GIZMO,Gizmo
UK,,GIZZY,Gizzy
UK,,GLACIAL,Glacial
UK,,GLACIER,Glacier
UK,,GLADSTONE,Gladstone
UK,,GLAISH,Glaish
UK,,GLITTER,Glitter
UK,,GLORIA,Gloria
UK,,GLOVES,Gloves
UK,,GLOWY,Glowy
UK,,GOBLIN,Goblin
UK,,GODIVA,Godiva
UK,,GODOT,Godot
UK,,GODZILLA,Godzilla
UK,,GOETTA,Goetta
UK,,GOLDEAN BEAR,Goldean Bear
UK,,GOLDIE,Goldie
UK,,GOLDILOCKS,Goldilocks
UK,,GOLDRUSH,Goldrush
UK,,GOLIATH,Goliath
UK,,GONZO,Gonzo
UK,,GOOBER,Goober
UK,,GOOBS,Goobs
UK,,GOODIE,Goodie
UK,,GOODYEAR,Goodyear
UK,,GOOGLY,Googly
UK,,GOOLAGONG,Goolagong
UK,,GORBY,Gorby
UK,,GORKY,Gorky
UK,,GOUSTAV,Goustav
UK,,GRACIE,Gracie
UK,,GRACIUS,Gracius
UK,,GRANPA MOSES,Granpa Moses
UK,,GRANT,Grant
UK,,GRAPES,Grapes
UK,,GRAVEDANCER,Gravedancer
UK,,GRAYBOY,Grayboy
UK,,GREEDIGUT,Greedigut
UK,,GREEDY,Greedy
UK,,GREENY,Greeny
UK,,GREGARIUS,Gregarius
UK,,GRETA,Greta
UK,,GRETCHEC,Gretchec
UK,,GRETZKY,Gretzky
UK,,GREYMALKIN,Greymalkin
UK,,GREYSTOCK,Greystock
UK,,GRIMALKIN,Grimalkin
UK,,GRINGO,Gringo
UK,,GRISELDA,Griselda
UK,,GRIZABELLA,Grizabella
UK,,GRIZELDA,Grizelda
UK,,GRIZZLE,Grizzle
UK,,GROMIT,Gromit
UK,,GRONK,Gronk
UK,,GROTTON,Grotton
UK,,GROUCHO,Groucho
UK,,GROWLTIGER,Growltiger
UK,,GRUBLETTE,Grublette
UK,,GRUESOME,Gruesome
UK,,GRUMPCAT,Grumpcat
UK,,GRUMPY,Grumpy
UK,,GRUNDY,Grundy
UK,,GUCCI,Gucci
UK,,GUIDO,Guido
UK,,GUINEVERE,Guinevere
UK,,GUINNESS,Guinness
UK,,GULLIVER,Gulliver
UK,,GUMBO,Gumbo
UK,,GUMMO,Gummo
UK,,GUMSHOE,Gumshoe
UK,,GUNNER,Gunner
UK,,GUS,Gus
UK,,GUSS,Guss
UK,,GUSTAV,Gustav
UK,,GWEN,Gwen
UK,,GWENDOLYN,Gwendolyn
UK,,GYGES,Gyges
UK,,GYPSY,Gypsy
UK,,HADES,Hades
UK,,HADRON,Hadron
UK,,HAGAR,Hagar
UK,,HAIKU,Haiku
UK,,HAILE,Haile
UK,,HAIRBALL,Hairball
UK,,HAIRY NETT,Hairy Nett
UK,,HALCYON,Halcyon
UK,,HALF HITCH,Half Hitch
UK,,HALLEY,Halley
UK,,HAMADRYAD,Hamadryad
UK,,HAMISH,Hamish
UK,,HAMLET,Hamlet
UK,,HAMMURABI,Hammurabi
UK,,HANABLE,Hanable
UK,,HANDEL,Handel
UK,,HANDYMAN,Handyman
UK,,HANIBAL,Hanibal
UK,,HANK,Hank
UK,,HANS,Hans
UK,,HANTU,Hantu
UK,,HAPPY,Happy
UK,,HARISSA,Harissa
UK,,HARLOW,Harlow
UK,,HARMONY,Harmony
UK,,HAROLD,Harold
UK,,HARPER,Harper
UK,,HARPO,Harpo
UK,,HARRIGAN,Harrigan
UK,,HARRY,Harry
UK,,HARVARD,Harvard
UK,,HARVEY,Harvey
UK,,HASHISH,Hashish
UK,,HASIE,Hasie
UK,,HATCAT,Hatcat
UK,,HAWEYE,Haweye
UK,,HAWKEYE,Hawkeye
UK,,HAYLEY,Hayley
UK,,HAZEL,Hazel
UK,,HEATHCLIFF,Heathcliff
UK,,HECATE,Hecate
UK,,HECKEL,Heckel
UK,,HECKYLL,Heckyll
UK,,HECTOR,Hector
UK,,HECUBA,Hecuba
UK,,HEDLEY,Hedley
UK,,HEGEL,Hegel
UK,,HELEN,Helen
UK,,HELLWEASEL,Hellweasel
UK,,HEMEY,Hemey
UK,,HENDRIX,Hendrix
UK,,HENNA,Henna
UK,,HENOZE,Henoze
UK,,HEPHAESTUS,Hephaestus
UK,,HEPZIBAH,Hepzibah
UK,,HERA,Hera
UK,,HERB,Herb
UK,,HERCULES,Hercules
UK,,HERMES,Hermes
UK,,HERMIONE,Hermione
UK,,HERO,Hero
UK,,HERSHEY,Hershey
UK,,HESTIA,Hestia
UK,,HIAWATHA,Hiawatha
UK,,HICKORY,Hickory
UK,,HIDYHO,Hidyho
UK,,HIGGINS,Higgins
UK,,HIGHJUMP,Highjump
UK,,HILARIA,Hilaria
UK,,HILARY,Hilary
UK,,HILDA,Hilda
UK,,HILDEGARD,Hildegard
UK,,HINI,Hini
UK,,HINX,Hinx
UK,,HISS,Hiss
UK,,HOBBES,Hobbes
UK,,HOBBIT,Hobbit
UK,,HOBGOBLIN,Hobgoblin
UK,,HOBIECAT,Hobiecat
UK,,HOBSON,Hobson
UK,,HOCUS POCUS,Hocus Pocus
UK,,HODGE,Hodge
UK,,HODORI,Hodori
UK,,HOG,Hog
UK,,HOGAN,Hogan
UK,,HOLLY GOLIGHTLY,Holly Golightly
UK,,HOLMES,Holmes
UK,,HOMER,Homer
UK,,HONDA,Honda
UK,,HONEY,Honey
UK,,HONEYCAT,Honeycat
UK,,HOOLIGAN,Hooligan
UK,,HOOPER,Hooper
UK,,HOOPS,Hoops
UK,,HOOTIE,Hootie
UK,,HOOVER,Hoover
UK,,HOPE,Hope
UK,,HORACE,Horace
UK,,HORATIO,Horatio
UK,,HOSHI,Hoshi
UK,,HOTSPUR,Hotspur
UK,,HOUDINI,Houdini
UK,,HUCK,Huck
UK,,HUCKLEBERRY,Huckleberry
UK,,HUFFY,Huffy
UK,,HUGIN,Hugin
UK,,HUGO,Hugo
UK,,HULK,Hulk
UK,,HUMPREY,Humprey
UK,,HUNKA,Hunka
UK,,HUNTER,Hunter
UK,,HUNTRESS,Huntress
UK,,HURDLES,Hurdles
UK,,HUSSY,Hussy
UK,,HYDE,Hyde
UK,,HYDROX,Hydrox
UK,,HYPE,Hype
UK,,HYPERION,Hyperion
UK,,HYZENTHAY,Hyzenthay
UK,,IAN,Ian
UK,,ICARUS,Icarus
UK,,ICE,Ice
UK,,ICEBERG,Iceberg
UK,,ICEY,Icey
UK,,IDA,Ida
UK,,IDDY,Iddy
UK,,IGLOO,Igloo
UK,,IGMU,Igmu
UK,,IGNATZ,Ignatz
UK,,IGOR,Igor
UK,,IKE,Ike
UK,,ILSA,Ilsa
UK,,ILYA,Ilya
UK,,ILYTRIA,Ilytria
UK,,IMBRI,Imbri
UK,,INCA,Inca
UK,,INDARA,Indara
UK,,INDIA,India
UK,,INDIANA,Indiana
UK,,INDICUS,Indicus
